Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
172,2021-09-28,BUY_81329,France,Medical Devices,,166160367,6119,ISO9001,1,0.11,1,1,1,6919,1,0.59,Email,,1,1,0,1,0.86
173,2024-03-04,BUY_76358,Netherlands,Engineering,6906.0,50736495,546,,1,0.82,1,1,1,826,1,0.57,Call,,0,0,1,0,0.34
174,2023-10-24,BUY_85626,Japan,Textiles,,84866355,6889,,0,0.17,0,Unknown,1,6743,1,0.28,Email,,1,1,1,0,0.15
175,2022-10-30,BUY_60709,UK,Auto Parts,4928.0,89149315,6727,,0,0.09,0,0,1,2744,1,0.75,Email,,1,1,0,0,-0.21
176,2023-05-02,BUY_50419,UAE,Medical Devices,7007.0,55730139,5221,,0,0.53,1,0,1,7970,0,0.87,Call,0.94,0,0,0,1,-0.15
177,2021-05-26,BUY_95409,Japan,Engineering,,171125427,6443,ISO9001,1,0.41,1,0,0,11514,1,0.57,,,0,0,1,0,-0.62
178,2021-05-24,BUY_37285,France,Chemicals,,169672769,5688,RoHS,1,0.64,0,1,1,5796,0,0.17,LinkedIn,,0,1,0,1,0.53
179,2024-07-06,BUY_84948,Australia,Pharmaceuticals,,81232683,2278,FDA,1,0.95,1,0,0,16314,0,0.87,,,0,1,1,0,0.58
180,2023-05-31,BUY_47643,UAE,Electronics,,4291525,1976,ISO9001,0,0.23,0,0,1,9389,1,0.45,,,1,1,1,1,-0.93
181,2021-10-31,BUY_12258,UK,Electronics,,11035760,203,ISO9001,0,0.44,0,Unknown,1,13760,0,0.12,Call,0.75,1,1,0,1,-0.87
182,2022-03-17,BUY_85819,Italy,Chemicals,,183581092,4027,,0,0.69,1,0,0,6656,1,0.13,WhatsApp,,1,1,0,0,-0.22
183,2022-09-03,BUY_51551,Canada,Solar,3504.0,159262236,4547,TUV,0,0.97,0,Unknown,0,9690,1,0.93,Call,0.78,0,0,0,1,-0.03
184,2023-03-11,BUY_55144,UAE,Solar,5356.0,178666398,3748,TUV,1,0.97,0,Unknown,1,17070,0,0.53,Email,,1,0,1,1,-0.07
185,2023-04-11,BUY_81567,Italy,Pharmaceuticals,3827.0,154403164,3044,EU-GMP,0,0.31,0,Unknown,0,15151,1,0.74,LinkedIn,0.56,1,0,0,0,0.48
186,2023-02-08,BUY_50025,Netherlands,Machinery,,136580405,6864,,0,0.71,0,1,1,16202,0,0.28,LinkedIn,0.3,1,0,1,1,-0.13
187,2023-03-27,BUY_17862,Germany,Auto Parts,,144360445,4542,ISO9001,0,0.5,0,1,1,11817,1,0.99,LinkedIn,,0,1,0,1,0.17
188,2022-03-24,BUY_86652,Australia,Machinery,,75373223,619,,0,0.73,0,Unknown,1,11275,1,0.36,,,1,0,0,0,0.56
189,2024-10-15,BUY_71977,Canada,Electronics,,39846296,1960,,0,0.6,1,1,0,18420,0,0.58,LinkedIn,0.07,0,0,0,0,-0.95
190,2024-02-25,BUY_10319,Australia,Medical Devices,1028.0,156711335,660,ISO9001,0,0.05,0,1,1,7751,0,0.5,,0.78,1,0,0,0,0.38
191,2023-06-16,BUY_33187,Canada,IT Software,,54673813,2354,SOC2,1,0.32,1,0,0,7950,0,0.06,,0.44,1,1,0,0,0.36
192,2024-04-08,BUY_48756,UAE,Electronics,4263.0,34742967,5290,,0,0.13,0,0,0,18263,1,0.75,Email,,0,1,0,1,-0.14
193,2024-03-07,BUY_48049,Singapore,Electronics,5174.0,185894460,860,,0,0.07,0,0,1,5846,0,0.64,WhatsApp,0.11,1,0,1,1,-0.07
194,2022-12-18,BUY_21985,Netherlands,Solar,3430.0,106561866,5593,,0,0.1,0,0,1,2813,0,0.17,,,1,1,1,0,0.37
195,2022-04-29,BUY_67076,Canada,Textiles,7721.0,61021290,3087,,1,0.18,1,Unknown,0,8822,1,0.96,,,0,0,0,0,-0.69
196,2023-03-31,BUY_14198,France,IT Software,2660.0,104676342,4368,,0,0.15,0,Unknown,0,195,1,0.82,,0.44,0,1,1,0,-0.09
197,2023-09-29,BUY_28544,Singapore,Engineering,5982.0,44897392,4467,ISO9001,1,0.78,1,0,0,8514,1,0.65,,0.27,0,0,1,1,-0.91
198,2022-07-07,BUY_89377,USA,Medical Devices,,16909787,679,,0,0.35,1,1,1,15056,1,0.3,,,1,0,1,0,-0.97
199,2022-12-20,BUY_72242,USA,IT Software,,41166727,210,ISO27001,1,0.31,1,Unknown,1,14251,1,0.93,LinkedIn,,1,0,1,1,0.9
200,2023-01-04,BUY_18416,UAE,Textiles,227.0,20381136,3408,,0,0.8,1,0,0,16276,1,0.51,,,0,1,1,1,0.59
201,2023-07-18,BUY_29556,France,Electronics,,23462848,5577,ISO9001,0,0.52,0,0,0,1711,0,0.62,WhatsApp,,1,1,0,0,0.1
202,2022-12-06,BUY_63025,Netherlands,Textiles,,46025672,2396,ISO9001,0,0.43,0,1,0,7180,0,0.98,WhatsApp,,0,1,0,1,0.16
203,2023-10-12,BUY_15399,Australia,Chemicals,2179.0,153848388,193,,1,0.83,1,1,0,18475,1,0.84,LinkedIn,,0,0,1,0,0.22
204,2023-05-15,BUY_17833,Canada,Engineering,175.0,123182261,1306,ISO9001,1,0.06,0,0,0,9411,1,0.95,,0.2,1,0,1,0,0.35
205,2024-12-14,BUY_19241,Canada,Machinery,4378.0,30665632,1377,ISO9001,1,0.43,1,Unknown,1,9325,1,0.28,WhatsApp,0.21,0,0,1,0,0.79
206,2023-11-16,BUY_73073,Singapore,Engineering,,99473846,2672,ISO9001,1,0.62,1,Unknown,1,12312,1,0.21,Email,,1,0,1,1,0.14
207,2021-02-27,BUY_92195,France,Machinery,4370.0,122170858,3453,ISO9001,0,0.91,1,0,0,18442,0,0.68,,0.07,1,0,0,0,0.35
208,2022-04-13,BUY_81298,Germany,Chemicals,,170255823,5592,,0,0.69,1,Unknown,1,17316,0,0.34,Email,,1,0,0,1,-0.74
209,2022-11-16,BUY_53514,Italy,Medical Devices,,65350629,1942,ISO9001,1,0.49,1,Unknown,0,10172,0,0.96,Call,0.83,1,1,0,1,-0.92
210,2023-07-09,BUY_33830,UK,IT Software,1503.0,135638447,3989,GDPR,1,0.5,1,0,1,6250,0,0.88,Call,,0,0,1,0,-0.19
211,2021-12-20,BUY_68418,France,Pharmaceuticals,7075.0,55817045,1067,FDA,1,0.54,0,0,0,15672,0,0.5,Call,,1,1,0,0,-0.57
212,2024-12-12,,UK,Auto Parts,4580.0,191470543,3363,,1,0.32,1,Unknown,1,13981,1,0.21,,,0,0,1,1,-0.89
213,2023-04-17,BUY_58428,Germany,Pharmaceuticals,3977.0,176800993,4259,EU-GMP,0,0.54,0,Unknown,0,13975,0,0.34,LinkedIn,,0,1,0,1,-0.19
214,2023-08-16,BUY_14766,Singapore,Machinery,,97235061,2929,ISO9001,0,0.34,0,0,1,14996,1,0.55,Email,,1,1,1,1,0.28
215,2023-10-21,BUY_53746,Italy,Solar,,110276130,1326,,0,0.29,1,1,0,5718,1,0.43,,0.66,1,0,1,0,0.65
216,2023-10-09,BUY_48999,Singapore,Pharmaceuticals,,38805628,573,,1,0.03,1,1,0,8876,1,0.97,,,0,1,0,1,0.6
217,2023-06-27,BUY_96452,France,Chemicals,7096.0,195570564,1518,ISO14001,0,0.56,1,1,0,175,0,0.02,WhatsApp,,1,0,1,1,0.07
218,2023-07-26,BUY_67604,Australia,Electronics,,20959158,4031,,0,0.72,1,0,0,4190,1,0.16,LinkedIn,,1,0,1,1,0.95
219,2023-03-05,BUY_38078,Singapore,Medical Devices,6302.0,121671424,6261,ISO9001,1,0.55,1,1,0,18841,0,0.87,Call,,1,0,1,1,0.05
220,2024-03-04,BUY_67170,Italy,Auto Parts,,109293887,3041,ISO9001,0,0.92,0,0,1,12694,0,0.85,WhatsApp,,1,1,1,1,0.03
221,2021-09-25,BUY_50281,Netherlands,Solar,4149.0,174123778,2158,,1,0.67,0,Unknown,0,4438,0,0.85,Call,,0,1,0,0,-0.38
222,2021-02-03,,UAE,Machinery,,85958677,3141,ISO9001,0,0.78,1,1,0,17538,0,0.5,Call,,1,0,0,1,0.71
223,2024-05-24,BUY_56323,Germany,Pharmaceuticals,3656.0,190163993,4777,WHO-GMP,0,0.85,0,1,1,9562,1,0.08,Call,,1,1,1,1,-0.67
224,2023-09-06,BUY_76192,Singapore,IT Software,,76949988,4299,,1,0.75,1,1,0,7898,1,0.96,WhatsApp,0.78,0,1,1,1,0.98
225,2022-05-20,BUY_21005,France,Engineering,3322.0,74398305,5105,ISO14001,1,0.18,0,1,1,18157,1,0.01,WhatsApp,,0,1,0,0,0.19
226,2021-10-16,BUY_40060,UK,Engineering,4487.0,30449066,2327,,1,0.49,1,1,1,11690,1,0.72,,0.67,1,1,0,1,-0.71
227,2023-06-12,BUY_10085,France,Solar,7259.0,5296442,3236,TUV,1,0.02,1,1,0,19518,0,0.63,LinkedIn,,1,1,0,0,0.14
228,2022-11-14,BUY_79539,Japan,Textiles,,104562997,6046,ISO9001,1,0.87,1,1,1,5588,1,0.11,WhatsApp,,0,1,0,0,0.12
229,2024-05-21,BUY_51174,Singapore,Textiles,,199537153,4296,ISO9001,0,0.47,1,Unknown,0,4017,1,0.7,LinkedIn,,1,0,1,0,0.64
230,2024-09-23,BUY_86953,UAE,Textiles,,158266781,5442,,1,0.36,0,0,1,13931,1,0.63,,,0,1,1,0,0.22
231,2022-10-07,BUY_59975,UK,Textiles,,157845726,4686,,1,0.43,1,0,1,2438,1,0.45,WhatsApp,,0,0,1,1,-0.29
232,2024-12-01,BUY_66887,Germany,Pharmaceuticals,,75152382,2039,FDA,1,0.73,0,0,1,19171,0,0.48,LinkedIn,,0,1,1,1,0.09
233,2023-08-23,BUY_46680,UAE,Chemicals,465.0,15223503,2733,ISO14001,0,0.48,1,Unknown,0,7012,0,0.46,,,0,0,1,1,0.58
234,2021-05-18,BUY_50511,Germany,IT Software,,16904165,3501,ISO27001,0,0.58,0,0,0,12943,1,0.58,Email,,1,1,0,0,-0.38
235,2021-03-22,BUY_93211,UAE,Textiles,581.0,57126237,3719,ISO9001,0,0.48,0,Unknown,0,15678,0,0.93,LinkedIn,,1,1,0,1,0.1
236,2021-07-21,BUY_25929,Singapore,Pharmaceuticals,,175725860,2002,WHO-GMP,1,0.05,1,0,1,201,1,0.06,WhatsApp,,1,1,1,0,0.38
237,2022-11-25,BUY_18937,Japan,Machinery,110.0,46660815,317,,1,0.94,1,1,1,3239,1,0.12,WhatsApp,,1,0,1,1,0.03
238,2024-04-21,BUY_32081,UAE,Engineering,6160.0,125824799,2529,CE,0,0.71,1,1,0,19141,0,0.0,,,0,0,1,0,-0.73
239,2021-12-05,BUY_25929,UAE,Machinery,,46277960,4889,ISO9001,1,0.71,1,1,1,11016,1,0.86,WhatsApp,,1,1,1,1,-0.45
240,2021-10-24,,Netherlands,Pharmaceuticals,5088.0,46956824,6607,WHO-GMP,1,0.11,0,0,0,15578,1,0.93,Call,0.94,1,1,0,1,0.68
241,2022-10-10,,UK,Textiles,,26633539,689,,0,0.34,1,Unknown,1,6151,1,0.47,LinkedIn,,0,1,1,1,0.34
242,2021-06-13,BUY_13186,Italy,Electronics,,30601631,2503,ISO9001,0,0.14,1,0,0,1888,1,0.92,WhatsApp,,1,0,1,1,-0.74
243,2022-06-26,BUY_30506,Germany,Engineering,,36309038,835,CE,1,0.08,1,1,0,697,1,0.75,Email,,1,0,1,1,-0.26
244,2022-03-31,BUY_73071,Italy,Textiles,,176812147,1906,,0,0.03,1,1,1,3835,0,0.3,Email,,0,0,0,1,-0.83
245,2022-08-25,BUY_92120,Italy,IT Software,4058.0,26064453,2671,SOC2,0,0.73,0,1,1,12877,1,0.17,WhatsApp,,1,1,0,1,0.13
246,2024-02-07,BUY_90732,France,Chemicals,6289.0,103914213,6392,ISO14001,1,0.73,1,1,1,11632,1,0.54,LinkedIn,,0,0,0,0,0.02
247,2024-01-27,BUY_95319,UK,Engineering,,105032046,5030,,1,0.43,1,0,0,8476,1,0.21,LinkedIn,0.39,1,0,1,1,0.04
248,2021-08-20,BUY_85432,Canada,Engineering,,167358879,2560,ISO9001,0,0.99,0,Unknown,1,17420,1,0.7,,,1,1,0,1,0.81
249,2024-01-24,BUY_96186,UK,Chemicals,,88499571,954,REACH,0,0.04,1,1,0,6492,0,0.59,WhatsApp,,0,1,0,1,0.71
250,2022-04-22,,Italy,Medical Devices,,11589202,859,,0,0.71,1,0,0,11468,0,0.38,Email,,0,1,0,1,0.4
251,2025-01-20,BUY_87361,UK,Electronics,,78598124,6074,ISO9001,1,0.29,0,0,1,13709,0,0.92,,,1,0,0,0,0.28
252,2023-08-22,BUY_48370,USA,Electronics,5449.0,82537433,2250,ISO9001,1,0.3,0,Unknown,1,11061,0,0.45,,,1,1,0,1,-0.82
253,2023-05-28,BUY_32169,France,Chemicals,5336.0,145220303,5405,ISO14001,1,0.12,0,Unknown,0,5911,0,0.42,WhatsApp,,0,1,1,1,-0.3
254,2022-01-13,BUY_13562,France,Medical Devices,,92851880,2881,ISO9001,0,0.49,0,0,1,9501,0,0.58,,,0,1,0,0,0.25
255,2021-07-15,BUY_68720,UK,Engineering,,107075377,4230,ISO14001,1,0.27,1,0,1,10949,1,0.21,WhatsApp,,1,1,0,1,0.27
256,2024-04-29,BUY_62992,UK,Textiles,2043.0,178067233,6982,,1,0.43,0,0,1,5674,1,0.22,WhatsApp,,1,1,0,0,-0.04
257,2023-11-15,BUY_72550,USA,Solar,,169919836,1900,TUV,1,0.98,0,1,1,6938,0,0.93,LinkedIn,,1,0,0,1,0.06
258,2022-03-07,BUY_21805,Italy,Auto Parts,,7246021,4627,,1,0.07,1,1,1,252,0,0.32,,,1,1,0,0,-0.27
259,2022-07-05,BUY_40352,Japan,Pharmaceuticals,2502.0,144929835,6986,,0,0.36,1,0,0,14640,0,0.21,LinkedIn,0.29,1,0,1,0,-0.49
260,2024-08-15,BUY_43659,Netherlands,Machinery,,52562081,2704,ISO9001,0,0.4,0,Unknown,1,5300,0,0.11,LinkedIn,,1,0,1,0,-0.04
261,2022-12-16,,Netherlands,Electronics,,44578069,2579,ISO9001,0,0.26,0,0,0,14401,1,0.31,LinkedIn,0.85,0,1,1,1,-0.25
262,2024-08-22,BUY_64730,Canada,Electronics,4857.0,16982069,4682,,1,0.39,0,1,1,14817,0,0.6,,,0,0,1,0,-0.2
263,2023-07-16,BUY_86006,UK,IT Software,7123.0,4704389,6933,ISO27001,1,0.43,0,0,0,7695,1,0.38,Email,,1,0,0,0,0.85
264,2022-06-22,BUY_58909,France,Engineering,,183166136,4523,,0,0.36,0,Unknown,1,16578,0,0.13,,0.77,0,1,1,0,-0.91
265,2023-03-03,BUY_95478,Singapore,IT Software,,100761450,2656,ISO27001,0,0.33,1,0,0,2165,0,0.84,LinkedIn,,1,1,0,1,0.92
266,2024-11-06,BUY_36475,UK,Machinery,4000.0,141726442,509,ISO9001,1,0.29,1,0,0,1910,0,0.01,Email,0.48,1,0,1,0,-0.23
267,2023-03-08,BUY_58963,Japan,Solar,,164484812,2011,IEC,1,0.33,0,1,1,1564,1,1.0,Call,,0,0,0,0,0.32
268,2021-08-18,BUY_51919,UAE,Auto Parts,3191.0,178089441,889,,1,0.65,0,0,0,8617,1,0.75,WhatsApp,0.77,1,0,0,1,0.66
269,2023-01-24,BUY_67135,Netherlands,Machinery,,102921706,1298,ISO9001,1,0.12,0,0,0,5229,0,0.91,,,1,1,1,0,-0.8
270,2022-05-02,BUY_12271,UAE,IT Software,272.0,140867472,1851,ISO27001,1,0.78,0,1,1,11152,1,0.5,,,1,1,1,1,-0.78
271,2023-04-18,BUY_71366,UAE,Electronics,,102730637,3209,ISO9001,0,0.19,1,1,0,1026,1,0.09,LinkedIn,,1,1,1,1,-0.39
272,2022-11-19,BUY_50225,Canada,Machinery,5295.0,190700037,5837,ISO9001,0,0.44,0,0,1,3830,1,0.36,Email,,1,1,0,0,0.18
273,2023-06-15,BUY_38242,USA,Auto Parts,,29956872,4518,ISO9001,1,0.32,1,0,0,4024,1,0.27,,,1,0,1,0,0.56
274,2024-05-04,BUY_57667,Netherlands,Auto Parts,3301.0,19217457,3621,ISO9001,0,0.3,0,Unknown,0,10990,1,0.78,LinkedIn,,1,1,1,0,0.35
275,2023-12-12,BUY_58508,Japan,Machinery,1618.0,78166572,6969,,0,0.02,1,1,1,12652,1,0.44,Email,,0,0,1,1,0.52
276,2021-07-30,BUY_67159,UAE,IT Software,,156524047,5661,SOC2,1,0.75,0,0,0,5271,0,0.36,LinkedIn,,1,0,0,1,0.52
277,2022-11-06,BUY_49549,Italy,Medical Devices,1185.0,194849705,6965,ISO9001,0,0.59,1,0,1,19210,1,0.36,,,0,1,1,0,0.51
278,2024-03-20,BUY_29720,UK,Auto Parts,5415.0,53714705,3733,ISO9001,1,0.17,0,Unknown,0,11102,1,0.72,Call,,1,0,1,1,0.04
279,2022-02-28,BUY_85029,UAE,Solar,,101907230,2399,,0,0.93,1,0,0,16869,1,0.01,Email,,0,1,0,0,-0.84
280,2022-08-10,BUY_86930,France,Machinery,1505.0,27978386,1512,,0,0.39,0,1,0,3204,0,0.41,,,1,1,1,0,-0.9
281,2023-04-11,BUY_43470,Canada,Machinery,7061.0,30682192,5012,ISO9001,1,0.01,0,1,0,2838,1,0.26,WhatsApp,,1,1,1,1,-0.23
282,2021-08-28,BUY_70698,UK,Pharmaceuticals,1115.0,35295657,4721,,1,0.17,1,Unknown,1,7879,1,0.55,,,1,1,1,1,0.9
283,2024-12-17,BUY_53203,USA,Pharmaceuticals,,39230777,6154,,0,0.47,1,1,1,4783,0,0.82,WhatsApp,,0,1,0,1,-0.52
284,2023-05-22,BUY_23438,Japan,Textiles,7241.0,29109294,3868,,0,0.97,1,1,0,726,1,0.75,Call,,0,1,1,0,-0.92
285,2021-02-03,BUY_87729,UK,Solar,,132301061,2663,IEC,0,0.49,1,0,0,19430,1,0.96,Call,,1,1,0,1,0.77
286,2022-09-26,BUY_19587,France,Engineering,5372.0,20930290,4617,,1,0.59,0,0,0,343,0,0.1,Email,0.72,1,1,0,1,-0.62
287,2021-02-27,BUY_75685,UK,Medical Devices,5979.0,20152510,5331,ISO9001,0,0.34,1,1,0,5005,0,0.31,,0.7,1,1,0,1,-0.98
288,2022-01-11,BUY_95520,Italy,Machinery,2354.0,194565161,3983,,1,0.77,0,1,0,10641,0,0.99,WhatsApp,,1,1,1,0,0.63
289,2021-05-27,BUY_99345,France,Machinery,3621.0,30863969,895,ISO9001,1,0.77,1,0,1,18025,0,0.17,LinkedIn,,1,1,0,1,0.08
290,2021-04-11,BUY_39596,USA,Engineering,6910.0,149881461,3349,,0,0.29,1,1,0,16801,0,0.16,Call,,0,1,0,0,-0.77
291,2024-12-10,BUY_44876,Netherlands,Pharmaceuticals,5490.0,133248973,205,,0,0.2,0,1,0,13587,1,0.3,Call,,1,0,0,1,-0.6
292,2022-11-15,BUY_95795,Canada,Pharmaceuticals,,156245390,394,WHO-GMP,0,0.37,1,Unknown,0,10832,1,0.45,LinkedIn,,0,0,0,0,-0.63
293,2024-01-04,BUY_60452,USA,Engineering,,130513980,5320,,0,0.3,0,0,1,18383,1,0.31,WhatsApp,,0,0,1,0,0.6
294,2021-11-05,BUY_98595,Singapore,Machinery,1139.0,167328020,3105,ISO9001,1,0.01,1,1,1,12871,1,0.59,LinkedIn,,1,1,1,0,-0.83
295,2021-11-16,BUY_46820,Netherlands,Machinery,,143082518,3790,ISO9001,1,0.64,0,Unknown,0,1928,0,0.9,LinkedIn,0.9,1,0,1,1,0.45
296,2022-06-18,BUY_90345,Australia,Solar,6010.0,30394059,6045,TUV,1,0.08,0,0,1,10389,0,0.17,LinkedIn,,1,0,1,0,0.29
297,2024-07-24,BUY_18600,Germany,Electronics,4251.0,174478147,5250,,0,0.29,0,0,1,14197,0,0.65,Email,,1,1,0,0,0.57
298,2024-10-27,BUY_29672,Canada,Machinery,,35789283,3048,ISO9001,1,0.29,0,1,1,17824,0,0.87,WhatsApp,,1,1,0,1,-0.48
299,2021-09-26,BUY_38602,UAE,Machinery,7300.0,9877950,1312,,1,0.29,1,0,0,3409,0,0.5,WhatsApp,0.75,1,0,1,0,0.87
300,2025-01-08,BUY_21147,Canada,Textiles,144.0,42155449,3954,ISO9001,1,0.37,0,1,0,2884,0,0.6,LinkedIn,,1,0,0,1,0.62
301,2025-01-16,BUY_18827,Canada,Chemicals,,68186969,4531,,1,0.72,1,Unknown,0,5204,1,0.87,Email,0.88,0,0,1,1,0.89
302,2022-06-01,BUY_72163,Netherlands,Auto Parts,3169.0,79056703,1153,,0,0.09,1,1,1,17174,1,0.73,LinkedIn,,0,1,1,0,0.2
303,2023-04-01,BUY_35180,USA,Pharmaceuticals,,49168497,3094,WHO-GMP,0,0.46,0,0,1,2293,1,0.63,Email,0.92,0,1,1,1,0.2
304,2024-11-07,BUY_39013,USA,Auto Parts,2474.0,37824286,690,,0,0.5,1,0,1,6028,1,0.33,Call,0.36,1,1,1,0,0.82
305,2021-07-07,BUY_22530,Singapore,Engineering,6687.0,41869882,5260,CE,1,0.27,0,Unknown,0,19730,1,0.14,,,0,1,1,0,-0.42
306,2022-11-30,BUY_45615,UAE,Auto Parts,4078.0,69023992,5589,ISO9001,0,0.23,0,1,1,3617,1,0.67,LinkedIn,0.67,1,0,0,0,-0.84
307,2025-01-13,BUY_99804,USA,Engineering,228.0,7254136,1494,CE,0,0.12,1,Unknown,1,6845,1,0.51,Call,,0,1,0,1,0.7
308,2024-07-12,BUY_41455,Singapore,Auto Parts,1166.0,148050251,5533,ISO9001,0,0.88,0,1,0,19203,1,0.99,Call,,1,0,0,0,0.73
309,2021-07-13,,Japan,Engineering,4601.0,180899731,6935,CE,1,0.81,0,1,1,6562,1,0.25,Email,,0,1,0,1,0.32
310,2022-06-05,BUY_38094,Japan,Solar,702.0,59203082,3311,IEC,0,0.16,1,Unknown,1,8317,0,0.32,,,0,0,0,0,-0.25
311,2021-10-07,BUY_26726,Japan,Auto Parts,4273.0,128934914,6265,,0,0.59,1,Unknown,0,1812,0,0.19,WhatsApp,,0,0,1,0,-0.79
312,2021-12-23,BUY_70717,Canada,Medical Devices,2766.0,142008309,2764,,0,0.75,0,Unknown,0,3462,1,0.42,,0.82,1,1,0,0,0.91
313,2021-07-11,BUY_84250,UK,Machinery,,167998750,2622,,0,0.91,0,1,0,18884,1,0.66,,,1,0,0,1,-0.7
314,2021-12-09,BUY_90561,Australia,Electronics,,103099713,2835,,0,0.87,0,Unknown,1,8924,1,0.49,,,0,1,1,0,0.58
315,2021-01-20,BUY_24026,Canada,Solar,,174599130,3487,,0,0.21,0,Unknown,0,12274,0,0.87,WhatsApp,,0,1,1,1,-0.39
316,2022-06-11,BUY_26652,Australia,Engineering,,105527141,324,CE,1,0.37,1,0,1,1152,0,0.03,WhatsApp,,0,0,0,1,0.91
317,2024-06-19,BUY_97277,Italy,Electronics,7434.0,38493108,5894,,0,0.57,0,0,0,14876,0,0.7,Email,0.86,1,0,1,0,-0.48
318,2021-01-09,BUY_63926,Japan,Electronics,3535.0,127002327,3951,,1,0.8,0,Unknown,0,14125,0,0.26,WhatsApp,,0,1,1,1,0.08
319,2025-01-15,BUY_98376,UAE,Chemicals,,48557963,3931,REACH,0,0.85,1,1,0,995,0,0.96,Email,0.07,1,1,0,0,0.81
320,2021-08-15,BUY_57204,Japan,Chemicals,4970.0,21381824,3220,ISO14001,1,0.82,0,0,1,14334,1,0.3,Call,,1,1,1,1,0.1
321,2021-08-27,BUY_56069,Singapore,Engineering,606.0,10439270,1226,ISO9001,1,0.26,1,1,0,1970,1,0.01,Email,,0,0,0,1,-0.51
322,2021-10-25,BUY_57186,Canada,Solar,,156348446,2424,IEC,0,0.38,1,0,0,8863,0,0.11,Call,,0,0,0,0,0.95
323,2024-09-23,BUY_85308,Australia,Chemicals,110.0,193133421,3025,RoHS,0,0.5,1,Unknown,0,19578,0,0.38,Email,0.32,0,1,1,1,0.68
324,2024-06-13,BUY_90896,Australia,Solar,,199738206,4829,IEC,0,0.14,0,1,0,11710,0,0.16,Call,,1,1,1,1,0.05
325,2024-06-07,,Netherlands,Medical Devices,,30224691,989,,0,0.97,1,0,0,2240,1,0.42,WhatsApp,0.72,1,1,0,0,0.59
326,2023-08-29,BUY_98895,Canada,Electronics,2065.0,33468560,75,,0,0.73,0,Unknown,0,14901,0,0.19,Call,,0,1,0,0,0.55
327,2023-02-26,BUY_51599,Germany,Textiles,,30366850,3816,ISO9001,1,0.11,1,1,0,13815,1,0.46,LinkedIn,,0,1,0,1,-0.35
328,2024-09-30,BUY_34003,Netherlands,Engineering,,176911383,2448,CE,0,0.31,0,1,1,9988,0,0.62,Call,,1,1,0,0,0.69
329,2021-12-08,BUY_67624,Japan,Auto Parts,6498.0,186479871,3388,ISO9001,1,0.45,0,1,0,12130,1,0.78,LinkedIn,0.54,1,1,1,1,-0.43
330,2021-05-21,BUY_58365,Japan,Textiles,7717.0,67501671,2466,ISO9001,1,0.65,1,0,0,3749,1,0.7,WhatsApp,,1,0,0,1,-0.52
331,2025-01-16,BUY_31367,Canada,Engineering,,125836107,2969,ISO14001,0,0.76,1,1,0,2260,0,0.68,LinkedIn,,1,0,1,1,-0.97
332,2024-06-25,BUY_95003,Japan,Auto Parts,6577.0,100544375,3373,,0,0.24,0,Unknown,0,374,1,0.52,LinkedIn,0.01,0,0,0,1,0.59
333,2024-03-24,BUY_16204,France,Medical Devices,3616.0,54771894,6016,ISO9001,0,0.01,0,1,0,9021,1,0.49,,0.37,1,0,1,0,0.35
334,2024-11-22,BUY_87332,Italy,Electronics,425.0,27708962,3502,ISO9001,0,0.92,1,0,0,8642,1,0.56,Call,,0,0,1,0,0.26
335,2024-08-31,BUY_42190,Italy,Engineering,5460.0,8901705,1208,CE,1,0.04,1,Unknown,0,18959,1,0.09,Email,,1,0,1,1,-0.78
336,2022-12-29,BUY_34622,Singapore,Chemicals,,69076061,6741,RoHS,0,0.63,1,1,1,4286,1,0.32,LinkedIn,0.14,1,0,1,0,-0.47
337,2023-11-19,BUY_51601,Canada,Engineering,2962.0,190548284,2602,,0,0.16,0,0,0,11554,0,0.81,WhatsApp,0.9,0,1,1,1,0.95
338,2021-07-18,BUY_57640,Canada,Engineering,6210.0,62983094,5673,ISO14001,1,0.39,0,1,1,13374,1,0.5,Call,,1,0,0,0,-0.38
339,2021-05-20,BUY_99477,Canada,Textiles,3274.0,33764929,4477,ISO9001,1,0.64,1,1,0,14022,0,0.0,Email,0.57,0,1,0,0,-0.92
340,2024-09-12,BUY_27884,Singapore,Solar,6784.0,123308341,6683,TUV,1,0.46,0,1,0,6383,1,0.21,Call,0.05,1,1,1,0,0.87
341,2024-08-24,BUY_92255,UK,Textiles,6586.0,27052698,3683,ISO9001,0,0.66,1,1,1,7672,1,0.63,WhatsApp,,1,0,0,0,-0.8
342,2023-01-30,BUY_34773,Singapore,Pharmaceuticals,2185.0,75966926,675,FDA,0,0.56,0,0,1,6106,0,0.28,WhatsApp,0.38,0,0,0,1,0.29
343,2022-12-21,BUY_90310,Australia,Textiles,,82943998,115,,0,0.42,1,0,0,11806,0,0.46,Email,0.52,0,1,0,1,-0.2
344,2023-09-28,BUY_55798,Netherlands,Textiles,,144668043,469,ISO9001,0,0.91,1,Unknown,0,8247,0,0.19,Email,,0,0,1,0,0.05
345,2023-06-24,BUY_55412,USA,Engineering,719.0,53580909,6476,ISO9001,1,0.07,0,0,0,15927,0,0.2,WhatsApp,0.15,0,1,0,1,0.14
